Feature1,Feature2,Feature3,Feature4,Feature5
0.9782810284611202,0.107629152578006,0.37988823408332384,0.25951631385146723,0.24219194903151012
0.12155161135359384,0.9505683000035426,0.25427021512937376,0.1176841274016252,0.2210139873781051
0.5924613541349592,0.7008408331310026,0.2717269792056644,0.6633702416215195,0.7934154022637949
0.4624706279793724,0.9133620553784492,0.8969744701819403,0.4455744824386887,0.934293413666289
0.3499558069688742,0.30768697092257163,0.31806067105934616,0.29805717905450535,0.22337317926192082
0.964428918729242,0.003062855412559536,0.7595897255660659,0.9017401790169739,0.38242159007718735
0.29690041009965423,0.23342178787082,0.6157891532309286,0.07718722638180919,0.03348217746810107
0.8808741123179408,0.3194860683081063,0.26938648615425054,0.8734745892052046,0.002495204276943014
0.7584579367471175,0.8266986370036267,0.2268235888511067,0.1230093595786531,0.9565686958927818
0.6870558289964944,0.7230802941128867,0.49329380037500126,0.8684927452464091,0.44700867451192416
0.14225736533328387,0.9697088235392495,0.2286656564160479,0.07030512487435354,0.6559812396563205
0.8310755068643306,0.3878092025576193,0.2676362700225662,0.16471059388274356,0.2079788765142781
0.3012259882981292,0.5458082056050036,0.3089679516343989,0.9775510017818654,0.21018510013077155
0.782881886076381,0.9169128332011962,0.7161354683882126,0.15925675120076815,0.7185484783153772
0.7011853603227487,0.5083637939213262,0.7672620890733101,0.15385139512415394,0.6656602440258362
0.31805854284508306,0.47246954365747273,0.05994546526902398,0.40595289368184384,0.7897304113949525
0.5699333163208877,0.20872603102533493,0.1641514002650685,0.616763966563237,0.02788675644168804
0.42561560010700894,0.6755376381877515,0.8364708115692705,0.9689480827752837,0.9337597848634029
0.800222166839931,0.07954632202479066,0.7431451869305588,0.13199682487008485,0.26290998443222124
0.29941638529503023,0.0923112121307658,0.3017147865734926,0.9013539105013805,0.8649916805816201
0.1883979804510971,0.5857769889857616,0.6354554245891691,0.6331951240060283,0.14206400727259438
0.5497388772936603,0.031219123181389547,0.2776760674890285,0.984132235507191,0.839046540386413
0.8807768907850793,0.24234379691268307,0.9579582020076545,0.36474755261708675,0.8354197747594067
0.11256365631052881,0.06369472226691338,0.3752723563996817,0.2080026975965831,0.2436961256486191
0.34607117117951236,0.614240851733944,0.3994213013562863,0.28356324133707544,0.3918665631620477
0.0073818497965405,0.5264089616056116,0.28959500802897686,0.8189051931459131,0.14723982448155468
0.9611453171369205,0.19492463120236883,0.6841969197909957,0.34407036981678674,0.13093074313008018
0.8584269017522013,0.9003095559897815,0.3118683911362711,0.5361291402343992,0.6933325070044868
0.8783030927420069,0.7704350608902383,0.5322217246641837,0.03088060226447655,0.7813395100870152
0.3480478996220192,0.9618615011687464,0.5909338770970599,0.7291858756635362,0.7465183810763127
0.17634204091547703,0.44842510493417576,0.44133859899425726,0.8497065256871764,0.7533469344759095
0.030142918421686087,0.4004117934154606,0.9485293932246924,0.1650484338083194,0.9684315197650059
0.5211936033882589,0.8603792428071015,0.45835600072288757,0.8153290806233748,0.33700985205173234
0.42255110207764435,0.6912744689503443,0.814787739093605,0.1595698325055037,0.8959277630568454
0.726390583000204,0.2733817928704057,0.5894916086360708,0.5603918925606728,0.36535113791519747
0.002364059497700329,0.05766845899142228,0.8016608663853287,0.07808389978048955,0.08136889514696004
0.6448971297717636,0.5213452831418175,0.3714334549316624,0.3332711335562284,0.8360444255715168
0.07293008547168617,0.5673989228216736,0.44765697284124584,0.8172687197145072,0.45646333104980374
0.34541344449903705,0.6473313095913645,0.1912326844074145,0.04629147694743795,0.8661532258740865
0.7518941376968448,0.692803074549332,0.2700203870666738,0.7754065057614623,0.08094452905198177
0.5159868867703484,0.853184471418146,0.44673403832338604,0.41780305959599967,0.1924422684124153
0.19730166729104118,0.7078924586383999,0.009766465505424397,0.13863297201519556,0.2448018226617115
0.5179110903393095,0.774251007360329,0.9580893268049071,0.40725620794803574,0.7481816392017793
0.8473247399634118,0.23762536808036355,0.331393736005026,0.016526596600404415,0.5257375508623809
0.5632790017799942,0.2764214257876667,0.9219302931188832,0.5669327124908385,0.7200359034745313
0.2375883986562739,0.6804806679926493,0.47234922678248054,0.23537392371625465,0.12641219125166614
0.13636856237698733,0.8115364966156466,0.414001748930547,0.9247281918097853,0.48496779658044975
0.2151834637324723,0.7807586617917188,0.43779124917123596,0.33761190266651697,0.4777659339459354
0.867801824531858,0.5421546780791443,0.9503381841381143,0.5906212421266874,0.0693017952274023
0.23242254328949033,0.44030372849083443,0.1314529754473865,0.188704199725265,0.7964201651692715
0.8887421325510713,0.061608203079601666,0.9227594067412105,0.037402066863898624,0.6512188682169483
0.5250714971242382,0.8398359190106633,0.3285585136618905,0.25240672352487764,0.9633003573342259
0.26072980125509365,0.8151405533998337,0.5941681530672058,0.37332109814573744,0.4193089784619203
0.48442097360051256,0.8895462331242638,0.4265009681843063,0.624671308969526,0.028289775220605544
0.007634302847733978,0.9769453950348733,0.6223504670214639,0.30440310836390316,0.08943985099690348
0.17183719235360345,0.13595036676744685,0.4667462016717979,0.7144240368825756,0.020850108738461437
0.1265492316182392,0.6416908837874645,0.32183787024614763,0.6902696669165345,0.7761232302659765
0.19520878535987443,0.7244554526347583,0.35878399864610716,0.7572896045363534,0.6496696453218781
0.10731953492460611,0.0702838390744187,0.4471263136987873,0.0991563797487534,0.031860810530496504
0.4010379712703386,0.5463037090730256,0.8367749546977211,0.7344428670037478,0.7696630237785553
0.8079133509474115,0.4494823930883349,0.7857095678025052,0.13173899148038604,0.02170683970396872
0.8701370787785043,0.6155823600504226,0.7800838328805056,0.6299756459311167,0.9330180797255899
0.9725425094301804,0.4189795990486719,0.42970834597819507,0.8192459600729333,0.4772930765157827
0.09153459059337472,0.12189823138904586,0.462197156739742,0.08391742875948646,0.5504289096992556
0.9578870963854834,0.0657447835233677,0.15605759110177747,0.6526911493809378,0.9845571574262745
0.6907911166193188,0.18563465962854356,0.023785960204758805,0.8393877246009126,0.9149111343437767
0.9652918060371771,0.39931939173129516,0.8980135900071178,0.07485307383973519,0.7082710612132216
0.6538217964870618,0.04068153042299227,0.7361128786433053,0.11017764126403094,0.5041364394752209
0.6150618739193953,0.9697887755693829,0.06031526529140778,0.6740491581130558,0.11141656631876078
