Feature1,Feature2,Feature3,Feature4,Feature5
0.9851809907289069,-0.7794513124527391,-0.22911013314291603,-0.4663624022292071,-0.5049059045839733
-0.7432546864021728,0.8838569071030608,-0.4734284464957551,-0.7514519812044353,-0.5469442685473552
0.20679696803958908,0.39108853874983074,-0.4394762540377507,0.34540359473772964,0.5892755152981108
-0.055456906167339455,0.8104406318087772,0.776586645978351,-0.09237645252947939,0.8689191002048448
-0.28245346652491915,-0.38469231394708225,-0.349360444702694,-0.3888933924853514,-0.5422612603950879
0.9572346167793031,-0.9857840970849365,0.5093828692871608,0.824538738836027,-0.22654933820569895
-0.3894917437008258,-0.5312341963285818,0.22970075373833176,-0.8328527178815346,-0.9191958859942583
0.7886643476683641,-0.36141004532230847,-0.44402835030146504,0.7677235313670684,-0.9807051888465477
0.5416919884970004,0.6394342471155344,-0.5268102263978099,-0.7407480060539774,0.9131356512095916
0.39763956308221493,0.43497198913012747,-0.008544191155220501,0.7577097832025388,-0.09834363988417971
-0.7014812125541244,0.9216254580367503,-0.523227533052571,-0.846686075953041,0.3164679881503452
0.6881965866476273,-0.226593159512567,-0.44743239899493153,-0.6569265010198939,-0.5728190313675292
-0.3807649700740878,0.08517435211976174,-0.36704515181870173,0.9769221722779968,-0.5684396660210135
0.5909668523620314,0.8174471137789521,0.4248673602057325,-0.6678889895277572,0.44066428210814046
0.4261456299427323,0.011288119738564062,0.5243050828925748,-0.678754017605415,0.33568086213453463
-0.3468056041001301,-0.05953929607312662,-0.8513765746699263,-0.1720177690723445,0.581960789269167
0.16134707042190052,-0.5799644700081245,-0.6487032759537423,0.2517227197082223,-0.9303028258162449
-0.12981123996776067,0.3411596533033871,0.6589112364549576,0.959629887508688,0.8678598442573555
0.6259505465421366,-0.8348650431238278,0.4773993849371526,-0.7226827645871199,-0.46378049662284915
-0.3844158105022825,-0.8096770485932137,-0.38115205359049276,0.8237623203710909,0.7313547998068387
-0.6083933790539556,0.1640417367060643,0.2679502842451451,0.2847501436991629,-0.7036603894325587
0.12060516498791524,-0.9302254582971395,-0.4279056909331735,0.9901507715039854,0.6798535616585618
0.7884682050326289,-0.5136290690550346,0.8951957645243319,-0.25484250462584035,0.6726544130373128
-0.7613877186649533,-0.8661438089171973,-0.23808769432165008,-0.5699072712550399,-0.5019201061804207
-0.29029064703596313,0.2202073294584668,-0.19111967532103957,-0.4180269108000856,-0.20780101753802663
-0.9735900585561936,0.04689528761563312,-0.40472418023970785,0.6580363966137901,-0.6933863653692832
0.9506100115908712,-0.6071977309582494,0.36274910369135244,-0.29640464567776614,-0.7257599766252776
0.7433775175220516,0.7846851195808487,-0.3614039986387655,0.08964280495658278,0.3906104479853947
0.7834773634550174,0.5284135774778496,0.06716791514814834,-0.9259312799753592,0.5653048065576688
-0.28630263413970497,0.9061409288863056,0.18135896970516696,0.47769621370304316,0.49618468447394437
-0.6327160130135241,-0.1069843728443399,-0.10959344568855124,0.7199485700482041,0.5097393984664255
-0.9276700256079228,-0.20172541784275919,0.8768573869733836,-0.6562474263715066,0.9366834182579784
0.06301560538326093,0.7058936453338231,-0.07649578245035932,0.6508482368671377,-0.31669187423285683
-0.13599380778985617,0.37221195409772345,0.6167391679915633,-0.6672596809089858,0.7927630843234755
