Feature1,Feature2,Feature3,Feature4,Feature5
0.9782787303709432,0.10756985927509856,0.3798415977819902,0.2595031429172999,0.24211388322309538
0.12145866249506677,0.9505650155296385,0.2542141315636809,0.11766843370777326,0.22093373991604479
0.5924182323620372,0.7008209555933735,0.27167220849832147,0.6633642540103549,0.7933941208936542
0.46241375185301153,0.9133562987472138,0.8969667220147265,0.44556462090881427,0.9342866448839124
0.3498870256192635,0.307640970399069,0.3180093849367732,0.2980446936441488,0.22329317483267255
0.9644251549436359,0.002996614234618255,0.7595716452027855,0.9017384312760612,0.382357970064483
0.29682601494433636,0.23337085282036948,0.6157602581610229,0.07717081237226726,0.03338261136416912
0.8808615075759613,0.319440851771953,0.2693315394271234,0.8734723387061224,0.0023924460412972264
0.7584323791169187,0.8266871220485604,0.226765441126654,0.12299376060435237,0.9565642218048367
0.6870227162902119,0.723061894269313,0.4932556928848484,0.868490406135599,0.44695170795579514
0.1421666073561133,0.9697068108514677,0.22860764722665095,0.07028858845332898,0.6559458004674629
0.8310576329186131,0.3877685257308328,0.26758119166818833,0.16469573664552897,0.20789728623662476
0.3011520508333953,0.5457780269727445,0.30891598168219014,0.9775506024830243,0.2101037371278614
0.7828589127507813,0.9169073125002869,0.7161141199917432,0.15924179695641583,0.7185194845081171
0.7011537426659481,0.5083311273067999,0.7672445857199757,0.15383634473509195,0.665625801922322
0.31798638643743965,0.4724344920606717,0.05987476726108191,0.40594232740540054,0.7897087504144463
0.5698878108502702,0.20867345507301566,0.16408853919822694,0.6167571499693519,0.02778661392389338
0.42555482434030956,0.6755160793872184,0.8364585131467479,0.9689475304568934,0.9337529611091059
0.8002010282940683,0.07948516276695732,0.743125869834642,0.1319813857552326,0.26283405289802053
0.2993422563557195,0.09225090103207821,0.3016622711376953,0.9013521558899353,0.8649777726618183
0.18831210462473058,0.5857494660668604,0.6354280085464445,0.6331885996720499,0.14197562675624228
0.5496912350440579,0.03115475283788709,0.2776217441905062,0.9841319532683174,0.8390299597207341
0.8807642757560634,0.24229345468234337,0.9579550402002716,0.3647362534239774,0.835402820481452
0.11246975643407907,0.06363250975447325,0.3752253729553419,0.20798861039314326,0.24361821479337945
0.3460019787955517,0.6142152200875343,0.39937613406434963,0.28355049812401095,0.3918039161258885
0.007276820605062539,0.5263774939966294,0.2895415811096771,0.8189019720246058,0.14715197715346065
0.9611412059125534,0.1948711382203386,0.6841731694149825,0.3440587028399996,0.13084121571740723
0.8584119218648789,0.9003029320892911,0.3118166393153381,0.5361208893942113,0.6933009155668864
0.8782902159597596,0.7704198075193881,0.5321865447985451,0.030863364602085577,0.781316984715463
0.3479789163962228,0.9618589670680748,0.5909031127542083,0.7291810587106851,0.7464922685964119
0.17625488944692963,0.44838845571213565,0.44129658414649464,0.8497038524271263,0.7533215254413479
0.030040297584956004,0.4003719539638969,0.9485255223116421,0.16503358258024114,0.9684282677291812
0.5211429407556036,0.8603699657493935,0.4583152656906656,0.8153257958939916,0.3369415539361285
0.42249000205559034,0.6912539557786279,0.8147738099677844,0.15955488382990776,0.895917042026236
0.726361632314744,0.2733335129500364,0.5894607358255681,0.5603840732804498,0.3652857593850871
0.00225849937249122,0.057605846065796495,0.8016459500361964,0.07806750172001783,0.08127426210664908
0.6448595562422609,0.5213134790782975,0.3713861827778101,0.33325927449414283,0.8360275356421403
0.07283199195652477,0.5673701787778924,0.4476154331748987,0.8172654694853556,0.45640733846776355
0.34534418252084076,0.6473078766301166,0.1911718600233085,0.04627451339725189,0.8661394376111979
0.751867885549316,0.6927826629453383,0.2699654880128785,0.7754025109318903,0.08084985229547878
0.5159356732136178,0.8531747163060949,0.4466924292465638,0.41779270409767083,0.19235907762673102
0.19721673356615627,0.7078730496438305,0.00969199372139515,0.13861765093705203,0.24472402571015908
0.5178600803830722,0.774236007538853,0.9580861748589328,0.4072456648535568,0.7481556980628797
0.8473085853533866,0.23757471233549027,0.33134345261271664,0.01650910362426761,0.5256886945834784
0.5632327922145786,0.27637334783475953,0.9219244217863667,0.5669250095517455,0.7200070628947903
0.23750772768119033,0.6804594376301915,0.4723095441287861,0.23536032336299673,0.12632219835910707
0.13627718130400382,0.8115239742168866,0.41395767817988566,0.92472685295513,0.48491474039390203
0.21510042208524285,0.7807440943693138,0.43774896754047654,0.3376001208134034,0.4777121358574933
0.8677878366076178,0.542124256689387,0.9503344492575063,0.5906139605338984,0.0692059190914166
0.23234132571387123,0.44026653964646706,0.13138765525353469,0.1886897692607247,0.7963991933356223
0.8887303603264132,0.06154585192904425,0.9227535977632482,0.03738494519836554,0.6511829384310643
